Unnamed: 0,body,generated,score
87,วงการเทคโนโลยีของจีนคิดค้นและพัฒนาไม่หยุด ล่าสุดสถาบันต๋าโม๋ (DAMO Academy) สถาบันวิจัยทางวิทยาศาสตร์ของอาลีบาบา ของมหาเศรษฐีจีน แจ็ค หม่า เริ่มทดสอบรถยนต์ไร้คนขับบนท้องถนนแบบจำลองแล้วสำนักข่าวซินหัว เผยแพร่ข่าวนี้ พร้อมคลิปวิดีโอการทดสอบ โดยระบุว่า เป็นการเปิดตัวแพลตฟอร์มทดสอบรถยนต์ไร้คนขับบนท้องถนนแบบจำลองครั้งแรก ที่ใช้เทคโนโลยีเสมือนจริง (Virtual Reality Aystem) ช่วยทดสอบการทำงานของยานพาหนะไร้คนขับในสภาพแวดล้อมจริงแบบเรียลไทม์จากคลิปจะเห็นว่ามีการทดสอบโดยคำนวณถึงรูปแบบที่มีคน หรือยานพาหนะจำลองเข้ามาแทรกในระหว่างขับ เพื่อให้นักวิจัยสร้างและจำลองสถานการณ์ที่ยากลำบากได้ เพื่อช่วยปรับปรุงความแม่นยำในการตรวจจับท้องถนนและยานพาหนะ รวมถึงประสิทธิภาพการทำงานแบบเรียลไทม์ด้วยการจำลองสถานการณ์จริงที่มีความสลับซับซ้อนนี้ใช้เวลา 30 วินาที ทำให้นักวิจัยสามารถจำลองสถานการณ์จำนวนมากได้ นอกจากนั้นตัวเลขไมล์สะสมเสมือนจริงของระบบยังเพิ่มสูงสุดได้ถึง 8 ล้านกิโลเมตรต่อวัน ซึ่งยิ่งเพิ่มประสิทธิภาพและความรวดเร็วในการทดสอบได้ที่มา : สำนักข่าวซินหัว,สถาบันต๋าโม๋ (DAMO Academy) ของอาลีบาบา ซึ่งเป็นบริษัทของมหาเศรษฐีจีน แจ็ค หม่า ได้เริ่มทดสอบรถยนต์ไร้คนขับบนท้องถนนแบบจำลองแล้ว โดยใช้เทคโนโลยีเสมือนจริง (Virtual Reality Aystem) เพื่อช่วยทดสอบการทำงานของยานพาหนะไร้คนขับในสภาพแวดล้อมจริงแบบเรียลไทม์ การทดสอบนี้มีการจำลองสถานการณ์ที่มีความสลับซับซ้อน เช่น การมีคนหรือยานพาหนะจำลองเข้ามาแทรก เพื่อช่วยปรับปรุงความแม่นยำในการตรวจจับท้องถนนและยานพาหนะ รวมถึงประสิทธิภาพการทำงานแบบเรียลไทม์ โดยตัวเลขไมล์สะสมเสมือนจริงของระบบสามารถเพิ่มสูงสุดได้ถึง 8 ล้านกิโลเมตรต่อวัน ซึ่งยิ่งเพิ่มประสิทธิภาพและความรวดเร็วในการทดสอบได้,0.0
88,โควิด-19 ป่วน โรงพยาบาลราชวิถี วอนคนไข้ ญาติคนไข้ หยุดคุกคามทำร้ายเจ้าหน้าที่ หมอ พยาบาล พร้อมแนะให้ข้อมูลตามความจริงกับเจ้าหน้าที่แฟนเพจเฟซบุ๊กโรงพยาบาลราชวิถี โพสต์ภาพและข้อความระบุว่าประกาศจากโรงพยาบาลราชวิถี คำชี้แจงสำหรับผู้มารับบริการคลินิกโรคระบบทางเดินหายใจ (ARI Clinic) การส่งตรวจเชื้อโควิด-19 ทางห้องปฏิบัติการขึ้นอยู่กับเกณฑ์ดุลยพินิจของแพทย์ทุกกรณี โรงพยาบาลเป็นสถานที่รับรักษา ผู้มีอาการป่วย เท่านั้นโรคติดเชื้อไวรัสโคโรนา 2019 ถือเป็นโรคติดต่อร้ายแรงตาม พ.ร.บ.โรคติดต่อ ขอความกรุณาร่วมมือกับเจ้าหน้าที่ให้ข้อมูลตาม ความจริงบุคลากรทางการแพทย์ทุกคนยินดีให้การดูแลผู้ป่วยทุกคน ดังนั้นเพื่อความปลอดภัยของเจ้าหน้าที่และผู้บริการท่านอื่นๆ ทางโรงพยาบาลขอสงวนสิทธิ์ในการให้บริการเฉพาะผู้ป่วยที่ปฏิบัติตามกฎระเบียบเท่านั้นการข่มขู่ ประทุษร้ายเจ้าหน้าที่ในโรงพยาบาลถือเป็นความผิดร้ายแรงและจะดำเนินคดีตามกฎหมาย ขอขอบคุณทุกท่านที่ให้ความร่วมมือ พื้นที่นี้อยู่ในเขตรับผิดชอบของสน.พญาไท โทร. 02-3546958,โรงพยาบาลราชวิถีได้ออกประกาศขอความร่วมมือจากผู้ป่วยและญาติให้หยุดคุกคามและทำร้ายเจ้าหน้าที่ เนื่องจากสถานการณ์โควิด-19 ที่ส่งผลกระทบต่อโรงพยาบาล โดยขอให้ให้ข้อมูลตามความจริงกับเจ้าหน้าที่ และปฏิบัติตามกฎระเบียบของโรงพยาบาล นอกจากนี้ยังระบุว่าโรงพยาบาลเป็นสถานที่รับรักษาผู้ป่วยที่มีอาการป่วยเท่านั้น และขอความร่วมมือในการให้ข้อมูลตามความจริงเพื่อความปลอดภัยของเจ้าหน้าที่และผู้บริการท่านอื่นๆ หากมีการข่มขู่หรือประทุษร้ายเจ้าหน้าที่จะดำเนินคดีตามกฎหมาย,0.0
89,ประชาไท -- 3 มีนาคม 2548--ผู้อำนวยการสำนักงานนโยบายและแผนพลังงาน เปิดเผยผลการคาดการณ์ใช้ไฟฟ้าสูงสุดของคนไทยในปีนี้ ระบุเพิ่มสูงกว่าปีที่ผ่านมา 7 % นายเมตตา บันเทิงสุข ผู้อำนวยการสำนักงานนโยบายและแผนพลังงาน กล่าวว่า ปริมาณความต้องการใช้ไฟฟ้าของคนไทยจะจะเพิ่มสูงสุดในรอบปีในเดือนเมษายนนี้ โดยคาดการณ์ว่าจะมีความต้องการใช้ไฟฟ้าสูงสุดที่ประมาณ 20700 เมกกะวัตต์ ทั้งนี้ นายเมตตา อธิบายว่าเหตุผลที่ความต้องการใช้ไฟสูงสุดของคนไทยสูงขึ้นเกิดจากขยายตัวทางเศรษฐกิจ และอุณหภูมิที่สูงขึ้นในช่วงหน้าร้อน ส่งผลให้มีการใช้เครื่องปรับอากาศมากขึ้น สำหรับมาตรการประหยัดไฟฟ้าซึ่งกระทรวงพลังงานจะนำมาใช้เพื่อลดการใช้ไฟฟ้านั้น กระทรวงฯ เสนอนโยบายทำความสะอาดแผ่นกรองอากาศเครื่องปรับอากาศอย่างสม่ำเสมอ และเปิดเครื่องปรับอากาศที่ 25 องศาเซลเซียส และหากประชาชนประหยัดการใช้ไฟตามนโยบายดังกล่าวจะสามารถลดการใช้ไฟฟ้าได้ถึง 5 % หรือประมาณ 587 ล้านบาท ,ผู้อำนวยการสำนักงานนโยบายและแผนพลังงานเปิดเผยผลการคาดการณ์ใช้ไฟฟ้าสูงสุดของคนไทยในปีนี้ โดยระบุว่าความต้องการใช้ไฟฟ้าจะเพิ่มสูงขึ้น 7% เมื่อเทียบกับปีที่ผ่านมา โดยคาดว่าจะมีความต้องการใช้ไฟฟ้าสูงสุดในเดือนเมษายนนี้ ประมาณ 20700 เมกกะวัตต์ สาเหตุที่ความต้องการใช้ไฟสูงขึ้นเกิดจากขยายตัวทางเศรษฐกิจและอุณหภูมิที่สูงขึ้นในช่วงหน้าร้อน ส่งผลให้มีการใช้เครื่องปรับอากาศมากขึ้น กระทรวงพลังงานได้เสนอนโยบายทำความสะอาดแผ่นกรองอากาศเครื่องปรับอากาศอย่างสม่ำเสมอ และเปิดเครื่องปรับอากาศที่ 25 องศาเซลเซียส หากประชาชนประหยัดการใช้ไฟตามนโยบายนี้ จะสามารถลดการใช้ไฟฟ้าได้ถึง 5% หรือประมาณ 587 ล้านบาท,0.0
90,ศูนย์ทนายความเพื่อสิทธิมนุษยชนและภาคประชาชน เตรียมยืนฟ้องศาลรัฐธรรมนูญ เพื่อทวงคืนสิทธิเสรีภาพ ยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ พรุ่งนี้18 ธ.ค.2560 ผู้สื่อข่าวรายงานว่า วันนี้ เมื่อเวลา 11.23 น. ที่ผ่านมา ศูนย์ทนายความเพื่อสิทธิมนุษยชน แจ้งว่าพรุ่งนี้ (19 ธ.ค.60) ภาคประชาชนยื่นฟ้องศาลรัฐธรรมนูญ เพื่อทวงคืนสิทธิเสรีภาพ ยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ (คสช.) ที่ 3/2558 ที่ลานเอนกประสงค์ ภายในอาคารราชบุรีดิเรกฤทธิสำหรับตัวแทนที่จะยื่นฟ้องนั้น ประกอบด้วย นิมิตร์ เทียนอุดม กลุ่มคนรักหลักประกันสุขภาพ อัครเดช ฉากจินดา เครือข่ายปกป้องอันดามันจากผู้สื่อข่าวรายงานด้วยว่า เมื่อวันที่ 9 ธ.ค.ที่ผ่านมารังสิมันต์ โรม ผู้ประสานงานกลุ่มฟื้นฟูประชาธิปไตย ได้แถลงข่าวการยื่นคำร้องขอยกเลิกคำสั่งหัวหน้า คสช. ที่ 3/2558 โดยในครั้งนั้นมีสมาชิกกลุ่มฟื้นฟูประชาธิปไตย ตัวแทนจากศูนย์ทนายความเพื่อสิทธิมนุษยชน และตัวแทนผู้ได้รับผลกระทบจากคำสั่งหัวหน้า คสช.ที่ 3/2558 แถลงข่าวมีดังนี้,"ศูนย์ทนายความเพื่อสิทธิมนุษยชนและภาคประชาชนเตรียมยื่นฟ้องศาลรัฐธรรมนูญเพื่อทวงคืนสิทธิเสรีภาพและยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ (คสช.) ที่ 3/2558 ในวันพรุ่งนี้ (19 ธันวาคม 2560) โดยมีตัวแทนที่จะยื่นฟ้องประกอบด้วย นิมิตร์ เทียนอุดม, กลุ่มคนรักหลักประกันสุขภาพ, อัครเดช ฉากจินดา, เครือข่ายปกป้องอันดามัน และรังสิมันต์ โรม ผู้ประสานงานกลุ่มฟื้นฟูประชาธิปไตย",0.5
91,เงียบเหงาเข้าหาฟ้าค่ำรำเริงจุดใจไฟเพลิงเหลิงวิ่งหลงวุ่นลับหายไปไหนละไมละมุนถ้อยคำคล้ำขุ่นมุ่นหมอกดึกดำเหินห่างทางใดไปไกลลิบลิบเคยยื่นจับหยิบดิบ-สุกดื่มด่ำคงเป็นเพราะเวรเร้นชะตากรรมเบื้องฟ้าอิ่มหนำระกำช้ำตรมฟ้ามืดยืดยาวเท้าแตะผืนดินรับรู้อยู่ยินฝันบินดิ้นหล่มเคียงข้างบางผู้อยู่ทุกข์ระทมแผลผื่นขื่นขมจมฝังถั่งใจด้วยเลือดเชือดเถือเมื่อครั้งยังหนุ่มเคยกอดพรอดกุมรุมรุมฝันใฝ่เพียงชั่วครั้งเดียวเกี่ยวเกาะเปราะไปอยากตั้งต้นใหม่ให้โอกาสทีดึกดื่นยืนยาวพราวแพรวแววไหวภายนอกบอกนัยไหนกันหรือนี่วาวตาประกายหายใจอยู่นี้บ่งทิศบ่งชี้ชีวิตชีวาหมดเปลวสุกปลั่งกำลังครั้งนั้นตะบี้ตะบันฝันสู้ผู้กล้าความเหงาความเงียบเพรียบพร้อมเยียวยาแล้วจะกลับมาอีกคราอีกครั้ง,ข้อความนี้บรรยายถึงความรู้สึกเหงาและความปรารถนาที่จะกลับมาในชีวิต โดยมีการเปรียบเทียบกับธรรมชาติ เช่น ฟ้าและหมอก เพื่อสื่อถึงความหวังและความฝันที่ยังคงอยู่ แม้จะมีความทุกข์และความเจ็บปวดในชีวิตก็ตาม,0.5
92,นายโคฟี่ อันนัน ทูตพิเศษสหประชาชาติและสันนิบาตอาหรับ เปิดเผยว่า ตัวเองได้กรอบการทำงานใหม่แล้วเกี่ยวกับความพยายามในการสร้างสันติภาพในซีเรีย หลังจากเข้าพบปะหารือกับนายบาชาร์ อัล อัซซาด ประธานาธิบดีซีเรีย เป็นเวลา 2 ชั่วโมง และจะนำเรื่องนี้ไปหารือกับผู้นำของกลุ่มกบฏต่อไปขณะที่นักเคลื่อนไหวที่ต่อต้านรัฐบาล ระบุว่า มีผู้เสียชีวิตจากความขัดแย้งกว่า 1 ปีที่ผ่านมามากกว่า 17000 คนแล้ว ความพยายามในการเป็นตัวกลางยุติความรุนแรงของนายอันนันไม่ประสบความสำเร็จ ด้านการประท้วงขับไล่ประธานาธิบดีซีเรียเมื่อเดือนมีนาคมปีที่แล้ว ได้พัฒนากลายเป็นสงครามกลางเมือง และมีความรุนแรงมากขึ้นในช่วงหลายเดือนที่ผ่านมาทั้งนี้นายอันนันยังได้หารือกับรัฐมนตรีช่วยต่างประเทศของซีเรีย ก่อนที่จะเดินทางไปอิหร่านด้วย โดยระบุว่าอิหร่านซึ่งเป็นชาติพันธมิตรที่แนบแน่นกับซีเรียต้องมีส่วนในการแก้ปัญหาความขัดแย้งนี้ด้วย,"นายโคฟี่ อันนัน ทูตพิเศษสหประชาชาติและสันนิบาตอาหรับ ได้กรอบการทำงานใหม่เกี่ยวกับความพยายามในการสร้างสันติภาพในซีเรีย หลังจากเข้าพบปะหารือกับนายบาชาร์ อัล อัซซาด ประธานาธิบดีซีเรีย เป็นเวลา 2 ชั่วโมง และจะนำเรื่องนี้ไปหารือกับผู้นำของกลุ่มกบฏต่อไป ขณะที่นักเคลื่อนไหวที่ต่อต้านรัฐบาล ระบุว่า มีผู้เสียชีวิตจากความขัดแย้งกว่า 1 ปีที่ผ่านมามากกว่า 17,000 คน ความพยายามในการเป็นตัวกลางยุติความรุนแรงของนายอันนันไม่ประสบความสำเร็จ การประท้วงขับไล่ประธานาธิบดีซีเรียเมื่อเดือนมีนาคมปีที่แล้ว ได้พัฒนากลายเป็นสงครามกลางเมือง และมีความรุนแรงมากขึ้นในช่วงหลายเดือนที่ผ่านมา นายอันนันยังได้หารือกับรัฐมนตรีช่วยต่างประเทศของซีเรีย ก่อนที่จะเดินทางไปอิหร่านด้วย โดยระบุว่าอิหร่านซึ่งเป็นชาติพันธมิตรที่แนบแน่นกับซีเรียต้องมีส่วนในการแก้ปัญหาความขัดแย้งนี้ด้วย",1.0
93,กราดยิงในห้างฯ ที่กรุงมะนิลา สถานการณ์ยังตึงเครียด มือปืนส่งภาพเหตุการณ์จับตัวประกันกว่าสิบคนมาให้ตำรวจดูผ่านทางวิดีโอคอลล์เมื่อ 2 มี.ค. 63 สำนักข่าวรอยเตอร์รายงานว่า มือปืนอดีตรปภ.ที่ถูกไล่ออกจากงาน ก่อเหตุกราดยิงจับตัวประกันกว่าสิบคนไว้ในห้างสรรพสินค้า วีมอลล์ ในเมืองซานฮวน กรุงมะนิลา เมืองหลวงฟิลิปปินส์ ตั้งแต่ช่วงสายวันที่ 2 มี.ค.63 ส่งภาพเหตุการณ์ที่กำลังเกิดขึ้นภายในห้างฯ มาให้เจ้าหน้าที่ตำรวจได้ดูผ่านวิดีโอคอลล์ ทางโทรศัพท์มือถือจากภาพที่รอยเตอร์นำมาเผยแพร่ แสดงให้เห็นถึงตัวประกันอย่างน้อยกว่า 10 คน มีสีหน้าเคร่งเครียด ขณะถูกคนร้ายซึ่งมีปืนเป็นอาวุธจับไว้เป็นตัวประกันในห้างสรรพสินค้าวีมอลล์ โดยขณะนี้ยังไม่ทราบว่าสถานการณ์จะคลี่คลายลงได้อย่างไร ขณะที่ทางสำนักงานตำรวจแห่งชาติได้ส่งหน่วยปฏิบัติการพิเศษเข้าไปภายในห้างฯวีมอลล์ เพื่อพยายามช่วยตัวประกัน.,กราดยิงในห้างสรรพสินค้าในกรุงมะนิลาเมื่อเดือนมีนาคม 2563 มือปืนซึ่งเป็นอดีตรปภ.ที่ถูกไล่ออกจากงาน ได้จับตัวประกันกว่าสิบคนไว้ในห้างสรรพสินค้า วีมอลล์ ในเมืองซานฮวน กรุงมะนิลา เมืองหลวงฟิลิปปินส์ เขาส่งภาพเหตุการณ์ที่เกิดขึ้นภายในห้างฯ มาให้เจ้าหน้าที่ตำรวจดูผ่านวิดีโอคอลล์ ทางโทรศัพท์มือถือ ตัวประกันมีสีหน้าเคร่งเครียด ขณะถูกจับไว้เป็นตัวประกันในห้างสรรพสินค้า วีมอลล์ ขณะนี้ยังไม่ทราบว่าสถานการณ์จะคลี่คลายลงได้อย่างไร ทางสำนักงานตำรวจแห่งชาติได้ส่งหน่วยปฏิบัติการพิเศษเข้าไปภายในห้างฯ เพื่อพยายามช่วยตัวประกัน.,0.8571428571428571
94,นายกิตติพันธ์ พานสุวรรณ อธิบดีกรมการศาสนา กล่าวบรรยายในพิธีจัดการฝึกอบรมเรื่อง การปฏิบัติพิธีในงานพระราชพิธี พระราชกุศล รัฐพิธี และศาสนพิธี ให้แก่เจ้าหน้าที่ส่วนราชการและบุคลากรจากองค์กรภาคเอกชน ว่า กรมการศาสนา (ศน.) ดำเนินการจัดอบรมในครั้งนี้ เพื่อให้เจ้าหน้าที่ บุคลากรของส่วนราชการ และองค์กรเครือข่ายทั้งภาครัฐและภาคเอกชน ได้รับความรู้ความเข้าใจในพิธีการทางศาสนาและระเบียบปฏิบัติ ได้มีโอกาสทบทวนขั้นตอน แนวทางในการปฏิบัติพิธีทางศาสนา พร้อมทั้งได้เรียนรู้ธรรมเนียมปฏิบัติของศาสนาต่างๆ เพื่อใช้เป็นหลักในการดำเนินงานรัฐพิธี พระราชพิธี และพิธีโดยทั่วไป เนื่องในโอกาสวันสำคัญต่างๆของชาติ ซึ่งเจ้าหน้าที่ทุกคนต้องปฏิบัติได้อย่างถูกต้องเรียบร้อยและมีความสง่างาม อีกทั้งสามารถให้คำแนะนำแก่ผู้อื่นได้ทุกภาคส่วนของประเทศมีการจัดกิจกรรมขึ้นทุกวันสำคัญทั้งของชาติ ศาสนา และพระมหากษัตริย์ หากแต่ละพื้นที่ไม่มีความเข้าใจ ไม่รู้ความหมายของมูลเหตุการจัดการก็จะทำงานประกอบพิธีต่างๆไม่ถูกขั้นตอน ส่งผลให้เกิดความเสียหายต่องานสำคัญของชาติโดยรวมได้ อธิบดี ศน. กล่าว.,นายกิตติพันธ์ พานสุวรรณ อธิบดีกรมการศาสนา ได้กล่าวบรรยายในการฝึกอบรมเกี่ยวกับการปฏิบัติพิธีในงานพระราชพิธี พระราชกุศล รัฐพิธี และศาสนพิธี โดยมีวัตถุประสงค์เพื่อให้เจ้าหน้าที่และบุคลากรจากส่วนราชการและองค์กรภาคเอกชนมีความรู้ความเข้าใจในพิธีการทางศาสนาและระเบียบปฏิบัติ รวมถึงได้ทบทวนขั้นตอนและแนวทางการปฏิบัติพิธีทางศาสนา นอกจากนี้ยังได้เรียนรู้ธรรมเนียมปฏิบัติของศาสนาต่างๆ เพื่อใช้เป็นหลักในการดำเนินงานรัฐพิธี พระราชพิธี และพิธีโดยทั่วไป เนื่องในโอกาสวันสำคัญต่างๆของชาติ โดยเจ้าหน้าที่ทุกคนต้องปฏิบัติได้อย่างถูกต้องเรียบร้อยและมีความสง่างาม อีกทั้งสามารถให้คำแนะนำแก่ผู้อื่นได้ ทั้งนี้เพื่อให้ทุกภาคส่วนของประเทศมีการจัดกิจกรรมขึ้นทุกวันสำคัญทั้งของชาติ ศาสนา และพระมหากษัตริย์ หากแต่ละพื้นที่ไม่มีความเข้าใจ ไม่รู้ความหมายของมูลเหตุการจัดการ ก็จะทำให้เกิดความเสียหายต่องานสำคัญของชาติโดยรวมได้,1.0
95,"ถนนทรุดตัวอีกที่หนองเสือ ปทุมธานี เส้นทางเลียบคลองยาว ยุบตัวลึกกว่า 1 เมตร ยาวประมาณ 50 เมตร ชาวบ้านบอกทรุดมาร่วม 1 อาทิตย์แล้ว สาเหตุมาจากน้ำคลองแห้ง ต้องติดป้ายบอกเป็นจุดอันตราย วอนทางการช่วยแก้ปัญหา     ,เมื่อวันที่ 23 ธ.ค.58 ผู้สื่อข่าวรายงานว่า ที่หน้าบ้านสวนธรรมชาติ ถนนเลียบคลอง 9 เลขที่ 19/1 หมู่ 3 ต.บึงชำอ้อ อ.หนองเสือ จ.ปทุมธานี ซึ่งเป็นหน้าบ้านของนายชัชเวช ตันพิชัย อายุ 47 ปี ชาวสวน เกิดถนนทรุดตัวเป็นทางยาวประมาณ 50 เมตร ลึกประมาณ 1.20 เมตร ทางเจ้าหน้าที่ต้องนำเชือกมากั้นป้องกันเกิดอุบัติเหตุกับผู้ใช้รถใช้ถนนในเส้นทางดังกล่าว พร้อมเขียนป้ายบอกเป็นเขตอันตราย,จากการสอบถามชาวบ้านทราบว่า ถนนที่ทรุดตัวเกิดขึ้นมาประมาณ 1 อาทิตย์แล้ว หลังจากเมื่อประมาณกว่า 1 เดือนที่ผ่านมา ระดับน้ำในคลอง 9 ลดลงถึงก้นคลอง บางจุดแห้งขอดจนเห็นพื้นดิน จึงวอนขอให้หน่วยงานที่เกี่ยวข้องเร่งแก้ไขปรับระดับพื้นถนน และนำป้ายสัญญาณที่มีไฟฟ้าชัดเจนมาติดตั้ง เนื่องจากหวั่นเกรงจะเกิดอุบัติเหตุกับรถที่ใช้เส้นทางนี้ที่ส่วนใหญ่เป็นรถบรรทุกขนผักผลไม้ในจากสวนไปขายในตลาด รวมทั้งชาวบ้านและเด็กนักเรียน ก็ใช้ถนนเส้นนี้เดินทางอยู่ทุกวันด้วย.",ถนนในพื้นที่หนองเสือ ปทุมธานี มีสภาพทรุดโทรมเนื่องจากน้ำคลองแห้ง ทำให้เส้นทางเลียบคลองยาวประมาณ 50 เมตร ยุบตัวลึกกว่า 1 เมตร ชาวบ้านได้แจ้งปัญหานี้มานานกว่า 1 สัปดาห์แล้ว และขอให้หน่วยงานที่เกี่ยวข้องช่วยแก้ไขปัญหา โดยเฉพาะการติดตั้งป้ายเตือนและปรับระดับถนนเพื่อป้องกันอุบัติเหตุที่อาจเกิดขึ้นกับผู้ใช้ถนนในเส้นทางนี้,0.6
96,ใช่เลือกข้างเพราะหมายสร้างบางเครือข่ายแค่ชื่อเสียงไร้ความหมายไม่มีค่าแต่เลือกข้างเพราะบางศพยังติดตาคือความตายพฤษภาที่ถูกเมินเป็นนักเขียน ศิลปินมันโคตรเท่ผลัดกันเขียนเวียนกันเฮไม่ต้องเขินช่วยกันชมคมคำไม่บังเอิญสร้างคุณค่าจากส่วนเกินที่เปล่ากลวงเขียนถึงความอยุติธรรมทำไมกันทีความตายที่แบ่งชั้นดันไม่ห่วงเคยไหมใช้ปากกามาถามทวงเมื่อรากหญ้าถูกยิงร่วงอยู่กลางเมืองใช่เลือกฝ่ายเพราะหมายจะกำจัดแค่ต้องการจะยืนหยัดในบางเรื่องครั้งเลือดไพร่ไหล่บ่ามานองเนืองมีใครบ้างแค้นเคืองอยู่ข้างเคียงไม่เคียงข้างแถมมีบ้างที่เย้ยหยันใช้ปากกายืนยันเหยียดบางเสียงเลือกยืนข้างบางชนชั้นยอมลำเอียงเพื่อรางวัลที่รายเรียงและเงินตราใครกันแน่แบ่งข้างมาแต่ต้นแบ่งกระทั่งความเป็นคนจนลืมว่าเคยเขียนถึงอยุติธรรมแต่ไรมากลับสะท้อนภาพลวงตาในตัวเอง,ข้อความนี้พูดถึงการเลือกข้างในสถานการณ์ที่มีความไม่เท่าเทียมกัน โดยมีการเปรียบเทียบกับความตายและความอยุติธรรมที่เกิดขึ้นในสังคม ผู้เขียนชี้ให้เห็นว่าชื่อเสียงและความนิยมอาจไม่มีค่า แต่การเลือกข้างเพื่อสร้างความเปลี่ยนแปลงและยืนหยัดในบางเรื่องนั้นมีความสำคัญ ผู้คนอาจเลือกข้างเพราะต้องการกำจัดความไม่ยุติธรรม แต่ในขณะเดียวกันก็อาจมีการแบ่งแยกชนชั้นและเลือกข้างเพื่อผลประโยชน์ส่วนตัว ข้อความนี้ยังสะท้อนถึงความลวงตาของภาพที่ผู้คนสร้างขึ้นในตัวเองเมื่อเผชิญกับความไม่เท่าเทียมกันในสังคม,0.3
97,การแข่งขันฟุตบอลยูโร 2012 เกมที่ 2 ของกลุ่มบี ที่สนาม อรีนา ลวีฟ ประเทศยูเครน วานนี้ (13 มิ.ย.) โปรตุเกส รองเเชมป์ปี 2004 ที่เเพ้ เยอรมนีมาในเกมเเรก พบ เดนมาร์ก อดีตแชมป์เก่าปี 1992 ที่ชนะ ฮอลเเลนด์ ในนัดเเรก ซึ่งเริ่มเกมนาทีที่ 24 โปรตุเกส ได้ประตูขึ้นนำ 1-0 จากจังหวะเตะมุม โดย เจา มูตินโญ่ เปิดบอลให้ เปเป้ โหม่งเข้าประตู และนาทีที่ 36 โปรตุเกส ได้ประตูที่2 จาก ปอสติก้า นาทีที่ 42 เดนมาร์ค ได้ประตูแรก จาก นิคลาส เบนท์เนอร์ ส่วนครึ่งหลังนาทีที่ 80 จากลูกโหม่งของ เบนด์เนอร์ ทำให้ เดนมาร์ค เสมอ โปรตุเกส 2-2 แต่ นาทีที่ 87 โปรตุเกส ได้ประตูชัยจาก ซิลเวสเตร วาเลร่า ทำให้โปรตุเกส เก็บ 3 คะแนน มีโอกาสผ่านเข้ารอบ 8 ทีมสุดท้าย,โปรตุเกส รองแชมป์ยูโร 2004 เสมอ เดนมาร์ก อดีตแชมป์ปี 1992 ในเกมที่ 2 ของกลุ่มบี ที่สนาม อรีนา ลวีฟ ประเทศยูเครน โดยโปรตุเกสได้ประตูขึ้นนำ 1-0 จากเจา มูตินโญ่ และประตูที่ 2 จากปอสติก้า ในนาทีที่ 36 และ 42 ตามลำดับ เดนมาร์กได้ประตูแรกจากนิคลาส เบนท์เนอร์ ในนาทีที่ 42 และประตูที่ 2 จากลูกโหม่งของเบนต์เนอร์ ในครึ่งหลัง นาทีที่ 80 แต่โปรตุเกสได้ประตูชัยจากซิลเวสเตร วาเลร่า ในนาทีที่ 87 ทำให้โปรตุเกสเก็บ 3 คะแนน และมีโอกาสผ่านเข้ารอบ 8 ทีมสุดท้าย,0.5714285714285714
